Polymer,T_K,P_Mpa,exp_CO2_sol_g_g,pred_CO2_sol_g_g,train/test,Polymer_SMILES,Polymer_SELFIES,Polymer_ohe
PS,373.15,8.585,0.05329,0.06037,test,[*]CC(*)c1ccccc1,[C][C][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
PS,373.15,12.631,0.07721,0.06201,test,[*]CC(*)c1ccccc1,[C][C][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
PS,423.15,12.046,0.04963,0.06572,test,[*]CC(*)c1ccccc1,[C][C][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
PVAc,313.15,0.459,0.01465,0.00552,test,[*]CC(*)OC(C)=O,[C][C][C][Branch1][C][C][O][C][Branch1][C][C][=O],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
PVAc,313.15,2.818,0.10387,0.12832,test,[*]CC(*)OC(C)=O,[C][C][C][Branch1][C][C][O][C][Branch1][C][C][=O],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
PVAc,373.15,10.194,0.17,0.22183,test,[*]CC(*)OC(C)=O,[C][C][C][Branch1][C][C][O][C][Branch1][C][C][=O],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
PVAc,373.15,17.449,0.29925,0.23766,test,[*]CC(*)OC(C)=O,[C][C][C][Branch1][C][C][O][C][Branch1][C][C][=O],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
PP,353.2,5.04,0.0222,0.02822,test,[*]CC(*)C,[C][C][C][Branch1][C][C][C],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
PP,443.7,24.91,0.2617,0.25458,test,[*]CC(*)C,[C][C][C][Branch1][C][C][C],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
PP,464.2,4.97,0.0401,0.04472,test,[*]CC(*)C,[C][C][C][Branch1][C][C][C],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
PP,483.7,24.91,0.2429,0.23472,test,[*]CC(*)C,[C][C][C][Branch1][C][C][C],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
PP,373.15,4.89,0.04682,0.05042,test,[*]CC(*)C,[C][C][C][Branch1][C][C][C],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
PP,373.15,6.31,0.06331,0.07011,test,[*]CC(*)C,[C][C][C][Branch1][C][C][C],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
PP,373.15,9.08,0.09261,0.09516,test,[*]CC(*)C,[C][C][C][Branch1][C][C][C],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
PP,373.15,11.76,0.12503,0.10834,test,[*]CC(*)C,[C][C][C][Branch1][C][C][C],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
PP,398.15,2.95,0.02373,0.03075,test,[*]CC(*)C,[C][C][C][Branch1][C][C][C],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
PP,398.15,5.66,0.04799,0.05782,test,[*]CC(*)C,[C][C][C][Branch1][C][C][C],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
PP,398.15,6.92,0.05994,0.04637,test,[*]CC(*)C,[C][C][C][Branch1][C][C][C],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
PP,398.15,8.1,0.07053,0.06267,test,[*]CC(*)C,[C][C][C][Branch1][C][C][C],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
PLGA,308.0,10.14,0.1464,0.1464,train,[*]OC(=O)COC(=O)C(C)[*],[C][O][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][Branch1][C][C][C],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
PLGA,308.0,15.31,0.238,0.238,train,[*]OC(=O)COC(=O)C(C)[*],[C][O][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][Branch1][C][C][C],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
PLGA,308.0,18.4,0.2577,0.2577,train,[*]OC(=O)COC(=O)C(C)[*],[C][O][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][Branch1][C][C][C],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
PLGA,308.0,23.11,0.2794,0.2794,train,[*]OC(=O)COC(=O)C(C)[*],[C][O][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][Branch1][C][C][C],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
PLGA,308.0,29.49,0.2929,0.2929,train,[*]OC(=O)COC(=O)C(C)[*],[C][O][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][Branch1][C][C][C],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
PLGA,313.0,12.09,0.1666,0.1666,train,[*]OC(=O)COC(=O)C(C)[*],[C][O][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][Branch1][C][C][C],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
PLGA,313.0,18.19,0.2407,0.2407,train,[*]OC(=O)COC(=O)C(C)[*],[C][O][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][Branch1][C][C][C],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
PLGA,313.0,20.61,0.2555,0.2555,train,[*]OC(=O)COC(=O)C(C)[*],[C][O][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][Branch1][C][C][C],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
PLGA,313.0,25.59,0.273,0.273,train,[*]OC(=O)COC(=O)C(C)[*],[C][O][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][Branch1][C][C][C],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
PLGA,313.0,28.46,0.2823,0.2823,train,[*]OC(=O)COC(=O)C(C)[*],[C][O][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][Branch1][C][C][C],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
PLGA,313.0,30.7,0.2876,0.2876,train,[*]OC(=O)COC(=O)C(C)[*],[C][O][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][Branch1][C][C][C],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
PLGA,323.0,12.43,0.0903,0.0903,train,[*]OC(=O)COC(=O)C(C)[*],[C][O][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][Branch1][C][C][C],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
PLGA,323.0,15.06,0.1793,0.1793,train,[*]OC(=O)COC(=O)C(C)[*],[C][O][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][Branch1][C][C][C],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
PLGA,323.0,19.3,0.2236,0.2236,train,[*]OC(=O)COC(=O)C(C)[*],[C][O][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][Branch1][C][C][C],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
PLGA,323.0,22.97,0.2445,0.2445,train,[*]OC(=O)COC(=O)C(C)[*],[C][O][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][Branch1][C][C][C],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
PLGA,323.0,24.07,0.2492,0.2492,train,[*]OC(=O)COC(=O)C(C)[*],[C][O][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][Branch1][C][C][C],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
PLGA,323.0,26.44,0.2588,0.2588,train,[*]OC(=O)COC(=O)C(C)[*],[C][O][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][Branch1][C][C][C],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
PLGA,323.0,28.1,0.2638,0.2638,train,[*]OC(=O)COC(=O)C(C)[*],[C][O][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][Branch1][C][C][C],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
PLGA,323.0,30.29,0.2702,0.2702,train,[*]OC(=O)COC(=O)C(C)[*],[C][O][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][Branch1][C][C][C],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
PLLA,308.0,9.62,0.2851,0.28509,train,[*]OC(=O)[C@H](C)[*],[C][O][C][=Branch1][C][=O][C@H1][Branch1][C][C][C],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
PLLA,308.0,15.14,0.3874,0.38741,train,[*]OC(=O)[C@H](C)[*],[C][O][C][=Branch1][C][=O][C@H1][Branch1][C][C][C],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
PLLA,308.0,18.53,0.4062,0.40621,train,[*]OC(=O)[C@H](C)[*],[C][O][C][=Branch1][C][=O][C@H1][Branch1][C][C][C],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
PLLA,308.0,22.92,0.4199,0.41991,train,[*]OC(=O)[C@H](C)[*],[C][O][C][=Branch1][C][=O][C@H1][Branch1][C][C][C],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
PLLA,308.0,25.55,0.4244,0.42439,train,[*]OC(=O)[C@H](C)[*],[C][O][C][=Branch1][C][=O][C@H1][Branch1][C][C][C],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
PLLA,308.0,28.67,0.4264,0.42639,train,[*]OC(=O)[C@H](C)[*],[C][O][C][=Branch1][C][=O][C@H1][Branch1][C][C][C],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
PLLA,308.0,30.29,0.4301,0.43014,train,[*]OC(=O)[C@H](C)[*],[C][O][C][=Branch1][C][=O][C@H1][Branch1][C][C][C],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
PLLA,313.0,15.69,0.3698,0.36982,train,[*]OC(=O)[C@H](C)[*],[C][O][C][=Branch1][C][=O][C@H1][Branch1][C][C][C],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
PLLA,313.0,25.75,0.4125,0.4125,train,[*]OC(=O)[C@H](C)[*],[C][O][C][=Branch1][C][=O][C@H1][Branch1][C][C][C],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
PLLA,313.0,28.28,0.4174,0.41744,train,[*]OC(=O)[C@H](C)[*],[C][O][C][=Branch1][C][=O][C@H1][Branch1][C][C][C],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
PLLA,313.0,31.46,0.4228,0.42267,train,[*]OC(=O)[C@H](C)[*],[C][O][C][=Branch1][C][=O][C@H1][Branch1][C][C][C],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
PLLA,323.0,10.73,0.1652,0.16521,train,[*]OC(=O)[C@H](C)[*],[C][O][C][=Branch1][C][=O][C@H1][Branch1][C][C][C],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
PLLA,323.0,12.66,0.2534,0.25337,train,[*]OC(=O)[C@H](C)[*],[C][O][C][=Branch1][C][=O][C@H1][Branch1][C][C][C],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
PLLA,323.0,15.65,0.3294,0.32939,train,[*]OC(=O)[C@H](C)[*],[C][O][C][=Branch1][C][=O][C@H1][Branch1][C][C][C],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
PLLA,323.0,20.18,0.3718,0.37181,train,[*]OC(=O)[C@H](C)[*],[C][O][C][=Branch1][C][=O][C@H1][Branch1][C][C][C],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
PLLA,323.0,22.46,0.384,0.38398,train,[*]OC(=O)[C@H](C)[*],[C][O][C][=Branch1][C][=O][C@H1][Branch1][C][C][C],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
PLLA,323.0,25.31,0.3971,0.39711,train,[*]OC(=O)[C@H](C)[*],[C][O][C][=Branch1][C][=O][C@H1][Branch1][C][C][C],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
PLLA,323.0,27.5,0.4044,0.4044,train,[*]OC(=O)[C@H](C)[*],[C][O][C][=Branch1][C][=O][C@H1][Branch1][C][C][C],"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
CPE55,306.0,1.27,0.0188,0.01876,train,CC(C)(CO[*])COOC(CC)(CO)COOC(=O)CCCCC(=O)OOC(=O)c1ccc(C(=O)OOC(=O)c2cccc(C(=O)O(OCCO[*]))c2)cc1,[C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O].[C][=C][C][=Branch1][O][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O].[C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][O].[C][Branch1][Ring1][C][O][O].[C][C][Branch1][C][C][Branch1][Ring1][C][O][C][O].[C][C][C][Branch1][Ring1][C][O][Branch1][Ring1][C][O][C][O],"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
CPE55,306.0,2.25,0.0362,0.03617,train,CC(C)(CO[*])COOC(CC)(CO)COOC(=O)CCCCC(=O)OOC(=O)c1ccc(C(=O)OOC(=O)c2cccc(C(=O)O(OCCO[*]))c2)cc1,[C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O].[C][=C][C][=Branch1][O][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O].[C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][O].[C][Branch1][Ring1][C][O][O].[C][C][Branch1][C][C][Branch1][Ring1][C][O][C][O].[C][C][C][Branch1][Ring1][C][O][Branch1][Ring1][C][O][C][O],"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
CPE55,306.0,11.05,0.1399,0.13994,train,CC(C)(CO[*])COOC(CC)(CO)COOC(=O)CCCCC(=O)OOC(=O)c1ccc(C(=O)OOC(=O)c2cccc(C(=O)O(OCCO[*]))c2)cc1,[C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O].[C][=C][C][=Branch1][O][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O].[C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][O].[C][Branch1][Ring1][C][O][O].[C][C][Branch1][C][C][Branch1][Ring1][C][O][C][O].[C][C][C][Branch1][Ring1][C][O][Branch1][Ring1][C][O][C][O],"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
CPE55,306.0,13.04,0.2194,0.21938,train,CC(C)(CO[*])COOC(CC)(CO)COOC(=O)CCCCC(=O)OOC(=O)c1ccc(C(=O)OOC(=O)c2cccc(C(=O)O(OCCO[*]))c2)cc1,[C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O].[C][=C][C][=Branch1][O][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O].[C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][O].[C][Branch1][Ring1][C][O][O].[C][C][Branch1][C][C][Branch1][Ring1][C][O][C][O].[C][C][C][Branch1][Ring1][C][O][Branch1][Ring1][C][O][C][O],"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
CPE55,306.0,18.4,0.4086,0.40861,train,CC(C)(CO[*])COOC(CC)(CO)COOC(=O)CCCCC(=O)OOC(=O)c1ccc(C(=O)OOC(=O)c2cccc(C(=O)O(OCCO[*]))c2)cc1,[C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O].[C][=C][C][=Branch1][O][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O].[C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][O].[C][Branch1][Ring1][C][O][O].[C][C][Branch1][C][C][Branch1][Ring1][C][O][C][O].[C][C][C][Branch1][Ring1][C][O][Branch1][Ring1][C][O][C][O],"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
CPE55,306.0,19.95,0.4668,0.46676,train,CC(C)(CO[*])COOC(CC)(CO)COOC(=O)CCCCC(=O)OOC(=O)c1ccc(C(=O)OOC(=O)c2cccc(C(=O)O(OCCO[*]))c2)cc1,[C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O].[C][=C][C][=Branch1][O][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O].[C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][O].[C][Branch1][Ring1][C][O][O].[C][C][Branch1][C][C][Branch1][Ring1][C][O][C][O].[C][C][C][Branch1][Ring1][C][O][Branch1][Ring1][C][O][C][O],"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
CPE55,306.0,21.24,0.5037,0.50373,train,CC(C)(CO[*])COOC(CC)(CO)COOC(=O)CCCCC(=O)OOC(=O)c1ccc(C(=O)OOC(=O)c2cccc(C(=O)O(OCCO[*]))c2)cc1,[C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O].[C][=C][C][=Branch1][O][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O].[C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][O].[C][Branch1][Ring1][C][O][O].[C][C][Branch1][C][C][Branch1][Ring1][C][O][C][O].[C][C][C][Branch1][Ring1][C][O][Branch1][Ring1][C][O][C][O],"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
CPE55,306.0,22.15,0.5345,0.53445,train,CC(C)(CO[*])COOC(CC)(CO)COOC(=O)CCCCC(=O)OOC(=O)c1ccc(C(=O)OOC(=O)c2cccc(C(=O)O(OCCO[*]))c2)cc1,[C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O].[C][=C][C][=Branch1][O][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O].[C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][O].[C][Branch1][Ring1][C][O][O].[C][C][Branch1][C][C][Branch1][Ring1][C][O][C][O].[C][C][C][Branch1][Ring1][C][O][Branch1][Ring1][C][O][C][O],"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
CPE55,306.0,25.34,0.5878,0.58781,train,CC(C)(CO[*])COOC(CC)(CO)COOC(=O)CCCCC(=O)OOC(=O)c1ccc(C(=O)OOC(=O)c2cccc(C(=O)O(OCCO[*]))c2)cc1,[C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O].[C][=C][C][=Branch1][O][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O].[C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][O].[C][Branch1][Ring1][C][O][O].[C][C][Branch1][C][C][Branch1][Ring1][C][O][C][O].[C][C][C][Branch1][Ring1][C][O][Branch1][Ring1][C][O][C][O],"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
CPE55,306.0,28.6,0.6183,0.61826,train,CC(C)(CO[*])COOC(CC)(CO)COOC(=O)CCCCC(=O)OOC(=O)c1ccc(C(=O)OOC(=O)c2cccc(C(=O)O(OCCO[*]))c2)cc1,[C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O].[C][=C][C][=Branch1][O][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O].[C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][O].[C][Branch1][Ring1][C][O][O].[C][C][Branch1][C][C][Branch1][Ring1][C][O][C][O].[C][C][C][Branch1][Ring1][C][O][Branch1][Ring1][C][O][C][O],"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
CPE55,343.0,0.69,0.0237,0.02359,train,CC(C)(CO[*])COOC(CC)(CO)COOC(=O)CCCCC(=O)OOC(=O)c1ccc(C(=O)OOC(=O)c2cccc(C(=O)O(OCCO[*]))c2)cc1,[C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O].[C][=C][C][=Branch1][O][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O].[C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][O].[C][Branch1][Ring1][C][O][O].[C][C][Branch1][C][C][Branch1][Ring1][C][O][C][O].[C][C][C][Branch1][Ring1][C][O][Branch1][Ring1][C][O][C][O],"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
CPE55,343.0,1.3,0.0299,0.02996,train,CC(C)(CO[*])COOC(CC)(CO)COOC(=O)CCCCC(=O)OOC(=O)c1ccc(C(=O)OOC(=O)c2cccc(C(=O)O(OCCO[*]))c2)cc1,[C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O].[C][=C][C][=Branch1][O][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O].[C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][O].[C][Branch1][Ring1][C][O][O].[C][C][Branch1][C][C][Branch1][Ring1][C][O][C][O].[C][C][C][Branch1][Ring1][C][O][Branch1][Ring1][C][O][C][O],"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
