Index,Polymer,Contact_angle,Thickness_um,Solvent,Solvent_solubility_parameter_Mpa_sqrt,xw_wt_percent,Temp_C,Permeate_pressure_mbar,J_Total_flux_kg_m_2h_1,a_Separation_factor_wo,Sum_of_frags
476,pim-1,87.8,30,ethylene_glycol,32.9,14.04,30,10,0.075,40.09,"[4, 4, 0, 0, 2, 3, 0, 0, 2, 3, 4, 0, 2, 0, 0]"
477,pim-1,87.8,30,ethylene_glycol,32.9,18.5,30,10,0.095666667,42.93,"[4, 4, 0, 0, 2, 3, 0, 0, 2, 3, 4, 0, 2, 0, 0]"
478,pim-1,87.8,30,ethylene_glycol,32.9,18.5,40,10,0.117666667,47.34,"[4, 4, 0, 0, 2, 3, 0, 0, 2, 3, 4, 0, 2, 0, 0]"
479,pim-1,87.8,30,ethylene_glycol,32.9,22.66,30,10,0.127333333,51.13,"[4, 4, 0, 0, 2, 3, 0, 0, 2, 3, 4, 0, 2, 0, 0]"
480,pim-1,87.8,30,ethylene_glycol,32.9,18.5,50,10,0.230333333,64.47,"[4, 4, 0, 0, 2, 3, 0, 0, 2, 3, 4, 0, 2, 0, 0]"
481,chitosan,55.1,160,ethylene_glycol,32.9,8,30,0.33,0.150769231,191.025641,"[0, 4, 10, 0, 6, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
482,chitosan,55.1,100,ethylene_glycol,32.9,8,30,0.33,0.307692308,103.846154,"[0, 4, 10, 0, 6, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
483,chitosan,55.1,60,ethylene_glycol,32.9,8,30,0.33,0.449230769,62.820513,"[0, 4, 10, 0, 6, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
484,chitosan,55.1,50,ethylene_glycol,32.9,8,30,12,0.172680412,127.731959,"[0, 4, 10, 0, 6, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
485,chitosan,55.1,50,ethylene_glycol,32.9,8,30,6.7,0.298969072,86.597938,"[0, 4, 10, 0, 6, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
486,chitosan,55.1,50,ethylene_glycol,32.9,8,30,2.6,0.371134021,73.608247,"[0, 4, 10, 0, 6, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
487,chitosan,55.1,50,ethylene_glycol,32.9,8,30,0.33,0.451030928,62.061856,"[0, 4, 10, 0, 6, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
488,chitosan,55.1,50,ethylene_glycol,32.9,3.56,30,0.13,0.378,234.26,"[0, 4, 10, 0, 6, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
489,chitosan,55.1,50,ethylene_glycol,32.9,7.03,30,0.13,0.45,61.674,"[0, 4, 10, 0, 6, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
490,chitosan,55.1,50,ethylene_glycol,32.9,12.32,30,0.13,0.567,28.318,"[0, 4, 10, 0, 6, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
491,chitosan,55.1,50,ethylene_glycol,32.9,24.47,30,0.13,0.702,8.077,"[0, 4, 10, 0, 6, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
492,chitosan,55.1,50,ethylene_glycol,32.9,35.63,30,0.13,0.819,4.18,"[0, 4, 10, 0, 6, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
493,chitosan,55.1,30,ethylene_glycol,32.9,8,30,0.33,0.547692308,56.410256,"[0, 4, 10, 0, 6, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
494,chitosan,55.1,30,ethylene_glycol,32.9,10,25,3,0.093,575,"[0, 4, 10, 0, 6, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
495,pva,58.9,30,ethylene_glycol,32.9,10,25,3,0.12,354,"[0, 3, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
496,chitosan,55.1,30,ethylene_glycol,32.9,20,25,3,0.223076923,129.932719,"[0, 4, 10, 0, 6, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
497,chitosan,55.1,30,ethylene_glycol,32.9,30,25,3,0.288461538,64.229718,"[0, 4, 10, 0, 6, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
498,chitosan,55.1,30,ethylene_glycol,32.9,50,25,3,0.426923077,24.234824,"[0, 4, 10, 0, 6, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
499,chitosan,55.1,30,ethylene_glycol,32.9,70,25,3,0.588461538,2.554591,"[0, 4, 10, 0, 6, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
500,chitosan,55.1,30,ethylene_glycol,32.9,90,25,3,0.776923077,1.1,"[0, 4, 10, 0, 6, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
501,chitosan,55.1,10,ethylene_glycol,32.9,5,80,6.7,0.156521739,1288.2,"[0, 4, 10, 0, 6, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
502,chitosan,55.1,10,ethylene_glycol,32.9,20,30,6.7,0.264724919,4529.333333,"[0, 4, 10, 0, 6, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
503,chitosan,55.1,10,ethylene_glycol,32.9,20,45,6.7,0.445954693,4529.333333,"[0, 4, 10, 0, 6, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
504,chitosan,55.1,10,ethylene_glycol,32.9,10,80,6.7,0.614492754,1337.086957,"[0, 4, 10, 0, 6, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
505,chitosan,55.1,10,ethylene_glycol,32.9,20,60,6.7,0.688673139,796,"[0, 4, 10, 0, 6, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
506,chitosan,55.1,10,ethylene_glycol,32.9,20,80,6.7,1.125566343,796,"[0, 4, 10, 0, 6, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
507,chitosan,55.1,10,ethylene_glycol,32.9,20,80,6.7,1.130434783,805.411765,"[0, 4, 10, 0, 6, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
508,chitosan,55.1,10,ethylene_glycol,32.9,30,80,6.7,1.762318841,198.333333,"[0, 4, 10, 0, 6, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
509,alginate,37.37,5,acetic_acid,21.4,10,30,1.5,0.102040816,170.125428,"[1, 0, 10, 3, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]"
510,alginate,37.37,5,acetic_acid,21.4,10,30,1.5,0.16123348,95.221238,"[1, 0, 10, 3, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]"
511,alginate,37.37,5,acetic_acid,21.4,10,40,1.5,0.179591837,93.160277,"[1, 0, 10, 3, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]"
512,alginate,37.37,5,acetic_acid,21.4,10,50,1.5,0.283673469,78.038281,"[1, 0, 10, 3, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]"
513,alginate,37.37,5,acetic_acid,21.4,10,60,1.5,0.387755102,63.095734,"[1, 0, 10, 3, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]"
514,alginate,37.37,40,acetic_acid,21.4,10,30,13.3,0.007318501,19.4,"[1, 0, 10, 3, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]"
515,alginate,37.37,40,acetic_acid,21.4,20,30,13.3,0.024996875,16,"[1, 0, 10, 3, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]"
516,alginate,37.37,40,acetic_acid,21.4,30,30,13.3,0.051647811,10.2,"[1, 0, 10, 3, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]"
517,alginate,37.37,40,acetic_acid,21.4,40,30,13.3,0.065597668,7,"[1, 0, 10, 3, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]"
518,alginate,37.37,40,acetic_acid,21.4,50,30,13.3,0.086507269,5,"[1, 0, 10, 3, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]"
519,alginate,37.37,45,acetic_acid,21.4,10,40,2.66,0.037,38,"[1, 0, 10, 3, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]"
520,alginate,37.37,45,acetic_acid,21.4,10,50,2.66,0.054,60,"[1, 0, 10, 3, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]"
521,alginate,37.37,45,acetic_acid,21.4,10,60,2.66,0.092,98,"[1, 0, 10, 3, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]"
522,alginate,37.37,45,acetic_acid,21.4,10,70,2.66,0.138,134,"[1, 0, 10, 3, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]"
523,alginate,37.37,50,acetic_acid,21.4,10,30,13.3,0.081,22,"[1, 0, 10, 3, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]"
524,alginate,37.37,50,acetic_acid,21.4,20,30,13.3,0.115,14,"[1, 0, 10, 3, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]"
525,alginate,37.37,50,acetic_acid,21.4,10,40,13.3,0.154,15,"[1, 0, 10, 3, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]"
526,alginate,37.37,50,acetic_acid,21.4,30,30,13.3,0.168,9,"[1, 0, 10, 3, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]"
527,alginate,37.37,50,acetic_acid,21.4,10,50,13.3,0.187,13,"[1, 0, 10, 3, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]"
528,alginate,37.37,50,acetic_acid,21.4,10,60,13.3,0.222,10,"[1, 0, 10, 3, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]"
529,alginate,37.37,50,acetic_acid,21.4,40,30,13.3,0.234,6,"[1, 0, 10, 3, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]"
530,alginate,37.37,50,acetic_acid,21.4,10,70,13.3,0.269,9,"[1, 0, 10, 3, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]"
531,pva,74,35,acetic_acid,21.4,80,25,0.23,0.95,1.76,"[1, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
532,pva,74,35,acetic_acid,21.4,80,45,0.23,4.47,1.23,"[1, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
533,pva,74,35,acetic_acid,21.4,80,50,0.23,5.7,1.05,"[1, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
534,pva,74,50,acetic_acid,21.4,80,45,1.5,0.7859,17.775229,"[1, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
535,ppsu,92.2,0.549,acetic_acid,21.4,15,50,2.5,0.69,3.3,"[1, 0, 0, 1, 1, 0, 0, 0, 0, 4, 2, 0, 0, 0, 0]"
536,ppsu,92.2,0.549,acetic_acid,21.4,20,50,2.5,0.71,3.7,"[1, 0, 0, 1, 1, 0, 0, 0, 0, 4, 2, 0, 0, 0, 0]"
537,ppsu,92.2,0.549,acetic_acid,21.4,10,50,2.5,0.8,4.4,"[1, 0, 0, 1, 1, 0, 0, 0, 0, 4, 2, 0, 0, 0, 0]"
538,ppsu,92.2,0.549,acetic_acid,21.4,5,50,2.5,1.18,8.9,"[1, 0, 0, 1, 1, 0, 0, 0, 0, 4, 2, 0, 0, 0, 0]"
539,ppsu,92.2,0.308,acetic_acid,21.4,15,50,2.5,0.2,6.7,"[1, 0, 0, 1, 1, 0, 0, 0, 0, 4, 2, 0, 0, 0, 0]"
540,ppsu,92.2,0.308,acetic_acid,21.4,10,50,2.5,0.21,5.7,"[1, 0, 0, 1, 1, 0, 0, 0, 0, 4, 2, 0, 0, 0, 0]"
541,ppsu,92.2,0.308,acetic_acid,21.4,5,50,2.5,0.28,14.9,"[1, 0, 0, 1, 1, 0, 0, 0, 0, 4, 2, 0, 0, 0, 0]"
542,ppsu,92.2,0.308,acetic_acid,21.4,20,50,2.5,0.31,5.3,"[1, 0, 0, 1, 1, 0, 0, 0, 0, 4, 2, 0, 0, 0, 0]"
543,ppsu,92.2,0.227,acetic_acid,21.4,10,50,2.5,0.25,8.2,"[1, 0, 0, 1, 1, 0, 0, 0, 0, 4, 2, 0, 0, 0, 0]"
544,ppsu,92.2,0.227,acetic_acid,21.4,15,50,2.5,0.28,6.9,"[1, 0, 0, 1, 1, 0, 0, 0, 0, 4, 2, 0, 0, 0, 0]"
545,ppsu,92.2,0.227,acetic_acid,21.4,5,50,2.5,0.35,12.7,"[1, 0, 0, 1, 1, 0, 0, 0, 0, 4, 2, 0, 0, 0, 0]"
546,ppsu,92.2,0.227,acetic_acid,21.4,20,50,2.5,0.37,6.6,"[1, 0, 0, 1, 1, 0, 0, 0, 0, 4, 2, 0, 0, 0, 0]"
547,pdms,108.08219,95,acetic_acid,21.4,94.25,25,0.17,0.039485981,0.645252,"[3, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
548,pdms,108.08219,95,acetic_acid,21.4,94.62,25,0.17,0.045700935,0.798188,"[3, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
549,pdms,108.08219,95,acetic_acid,21.4,89.72,25,0.17,0.050607477,0.669786,"[3, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
550,pdms,108.08219,95,acetic_acid,21.4,90.09,25,0.17,0.051261682,0.660133,"[3, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
551,pdms,108.08219,95,acetic_acid,21.4,90,25,0.17,0.053214286,0.722543,"[3, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
552,pdms,108.08219,95,acetic_acid,21.4,89.97,25,0.17,0.056168224,0.639844,"[3, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
553,pdms,108.08219,95,acetic_acid,21.4,90,35,0.17,0.057857143,0.739645,"[3, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
554,pdms,108.08219,95,acetic_acid,21.4,81.42,25,0.17,0.061728972,0.569793,"[3, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
555,pdms,108.08219,95,acetic_acid,21.4,80.28,25,0.17,0.064345794,0.584333,"[3, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
556,pdms,108.08219,95,acetic_acid,21.4,70.09,25,0.17,0.064672897,0.558673,"[3, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
557,pdms,108.08219,95,acetic_acid,21.4,79.78,25,0.17,0.068925234,0.614106,"[3, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
558,pdms,108.08219,95,acetic_acid,21.4,70.72,25,0.17,0.071214953,0.55194,"[3, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
559,pdms,108.08219,95,acetic_acid,21.4,70.6,25,0.17,0.085607477,0.545368,"[3, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
560,pdms,108.08219,95,acetic_acid,21.4,90,45,0.17,0.086071429,0.717566,"[3, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
561,pdms,108.08219,95,acetic_acid,21.4,59.91,25,0.17,0.092476636,0.549292,"[3, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
562,pdms,108.08219,95,acetic_acid,21.4,60.66,25,0.17,0.09411215,0.531446,"[3, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
563,pdms,108.08219,95,acetic_acid,21.4,59.4,25,0.17,0.099345794,0.494707,"[3, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
564,pdms,108.08219,95,acetic_acid,21.4,90,55,0.17,0.116785714,0.680087,"[3, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
565,pbi,84,50,n-butanol,23.1,15,60,1,0.0116,5000,"[1, 3, 0, 0, 1, 0, 0, 0, 2, 3, 0, 0, 0, 0, 0]"
566,pbi,84,50,ipa,23.5,15,60,1,0.013,5000,"[2, 0, 1, 0, 1, 0, 0, 0, 2, 3, 0, 0, 0, 0, 0]"
567,ppsu,92.2,16,ethanol,26.5,15,23,1,0.004128686,558.309038,"[1, 1, 0, 0, 1, 0, 0, 0, 0, 4, 2, 0, 0, 0, 0]"
568,ppsu,92.2,16,ethanol,26.5,15,45,1,0.013699732,260.932945,"[1, 1, 0, 0, 1, 0, 0, 0, 0, 4, 2, 0, 0, 0, 0]"
569,ppsu,92.2,16,ethanol,26.5,15,60,1,0.025522788,225.947522,"[1, 1, 0, 0, 1, 0, 0, 0, 0, 4, 2, 0, 0, 0, 0]"
570,ppsu,92.2,16,ipa,23.5,15,60,1,0.026029412,1623.5,"[2, 0, 1, 0, 1, 0, 0, 0, 0, 4, 2, 0, 0, 0, 0]"
571,ppsu,92.2,16,methanol,29.6,15,60,1,0.027205882,8.561863,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 4, 2, 0, 0, 0, 0]"
572,ppsu,92.2,16,n-butanol,23.1,15,60,1,0.028382353,3252.666667,"[1, 3, 0, 0, 1, 0, 0, 0, 0, 4, 2, 0, 0, 0, 0]"
573,ppsu,92.2,16,ethanol,26.5,15,75,1,0.047104558,201.457726,"[1, 1, 0, 0, 1, 0, 0, 0, 0, 4, 2, 0, 0, 0, 0]"
574,pva,74,15,ethanol,26.5,15,40,1,0.088,78.9,"[1, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
575,alginate,72,40,ethanol,26.5,4,30,5,0.021,55,"[1, 1, 10, 2, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]"
576,chitosan,42,40,ethanol,26.5,10,80,5,0.055,152.23,"[1, 3, 10, 0, 5, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
577,pdms,108.08219,10,ethanol,26.5,94,40,1,0.33,0.13089,"[3, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
578,alginate,37.37,45,ethanol,26.5,5,50,3,0.049,560.2,"[1, 1, 10, 2, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]"
579,alginate,37.37,45,ethanol,26.5,10,50,3,0.095,687.76,"[1, 1, 10, 2, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]"
580,alginate,37.37,45,ethanol,26.5,15,50,3,0.174,613.78,"[1, 1, 10, 2, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]"
581,alginate,37.37,45,ipa,23.5,5,50,3,0.217,1384.54,"[2, 0, 11, 2, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]"
582,alginate,37.37,45,ethanol,26.5,10,40,3,0.229,289.98,"[1, 1, 10, 2, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]"
583,alginate,37.37,45,ethanol,26.5,10,50,3,0.266,552,"[1, 1, 10, 2, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]"
584,alginate,37.37,45,ethanol,26.5,10,60,3,0.275,1000,"[1, 1, 10, 2, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]"
585,alginate,37.37,45,ethanol,26.5,10,70,3,0.297,861.95,"[1, 1, 10, 2, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]"
586,alginate,37.37,45,ethanol,26.5,20,50,3,0.305,652.04,"[1, 1, 10, 2, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]"
587,alginate,37.37,45,ethanol,26.5,30,50,3,0.518,509.18,"[1, 1, 10, 2, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]"
588,alginate,37.37,45,ipa,23.5,10,50,3,0.722,1608.87,"[2, 0, 11, 2, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]"
589,alginate,37.37,45,ipa,23.5,15,50,3,1.456,2284,"[2, 0, 11, 2, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]"
590,alginate,37.37,45,ipa,23.5,20,50,3,2.228,1191.48,"[2, 0, 11, 2, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]"
591,alginate,37.37,45,ipa,23.5,30,50,3,2.588,904.74,"[2, 0, 11, 2, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]"
592,pan,95,40,ethanol,26.5,24.5,50,17.6,0.004,143,"[1, 2, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
593,pan,95,40,ethanol,26.5,25,50,5,0.005,200,"[1, 2, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
594,pan,95,40,ethanol,26.5,25,50,1,0.002,256,"[1, 2, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
595,pan,95,40,ethanol,26.5,51,50,1,0.0022,103,"[1, 2, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
596,pan,95,40,ethanol,26.5,25.5,50,1,0.0055,256,"[1, 2, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
597,pan,95,40,ethanol,26.5,8,50,0.76,0.0007,281,"[1, 2, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
598,pva,80.1,22,ethanol,26.5,30,40,3,0.3062,70.588235,"[1, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
599,pva,74,22,ethanol,26.5,30,25,3,0.3402,49.10828,"[1, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
600,pva,76.8,22,ethanol,26.5,30,40,3,0.3552,67.189542,"[1, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
601,pva,74,22,ethanol,26.5,30,40,3,0.3961,56.20915,"[1, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
602,pva,76.2,22,ethanol,26.5,30,40,3,0.3989,59.142336,"[1, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
603,pva,70.7,22,ethanol,26.5,30,40,3,0.4699,42.664234,"[1, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
604,pva,74,22,ethanol,26.5,30,50,3,0.4948,58.853503,"[1, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
605,pva,80.1,22,ethanol,26.5,50,40,3,0.6657,38.169935,"[1, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
606,pva,74,22,ethanol,26.5,50,25,3,0.8041,23.694268,"[1, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
607,pva,76.8,22,ethanol,26.5,50,40,3,0.8291,33.72549,"[1, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
608,pva,76.2,22,ethanol,26.5,50,40,3,0.929,31.678832,"[1, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
609,pva,80.1,22,ethanol,26.5,60,40,3,0.9353,26.928105,"[1, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
610,pva,74,22,ethanol,26.5,50,40,3,0.968,29.803922,"[1, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
611,pva,70.7,22,ethanol,26.5,50,40,3,1.0656,25.930657,"[1, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
612,pva,74,22,ethanol,26.5,50,50,3,1.0722,29.808917,"[1, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
613,pva,74,22,ethanol,26.5,60,25,3,1.1031,17.197452,"[1, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
614,pva,76.8,22,ethanol,26.5,60,40,3,1.2212,23.79085,"[1, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
615,pva,76.2,22,ethanol,26.5,60,40,3,1.2295,24.014599,"[1, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
616,pva,70.7,22,ethanol,26.5,60,40,3,1.3388,19.79927,"[1, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
617,pva,74,22,ethanol,26.5,60,40,3,1.352,19.869281,"[1, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
618,pva,80.1,22,ethanol,26.5,70,40,3,1.352,19.084967,"[1, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
619,pva,74,22,ethanol,26.5,70,25,3,1.433,12.420382,"[1, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
620,pva,76.8,22,ethanol,26.5,70,40,3,1.5644,16.993464,"[1, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
621,pva,76.2,22,ethanol,26.5,70,40,3,1.5683,17.372263,"[1, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
622,pva,74,22,ethanol,26.5,60,50,3,1.6804,22.929936,"[1, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
623,pva,74,22,ethanol,26.5,80,25,3,1.7526,9.745223,"[1, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
624,pva,80.1,22,ethanol,26.5,80,40,3,1.7686,12.026144,"[1, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
625,pva,74,22,ethanol,26.5,70,40,3,1.8422,12.026144,"[1, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
626,pva,70.7,22,ethanol,26.5,70,40,3,1.847,14.306569,"[1, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
627,pva,76.2,22,ethanol,26.5,80,40,3,1.918,11.113139,"[1, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
628,pva,74,22,ethanol,26.5,90,25,3,1.9691,4.968153,"[1, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
629,pva,76.8,22,ethanol,26.5,80,40,3,1.981,11.24183,"[1, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
630,pva,80.1,22,ethanol,26.5,90,40,3,2.1444,6.27451,"[1, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
631,pva,76.2,22,ethanol,26.5,90,40,3,2.1585,6.770073,"[1, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
632,pva,76.8,22,ethanol,26.5,90,40,3,2.2507,6.27451,"[1, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
633,pva,74,22,ethanol,26.5,80,40,3,2.2833,9.150327,"[1, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
634,pva,70.7,22,ethanol,26.5,80,40,3,2.4208,9.708029,"[1, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
