Polymer,Polymer_SMILES,T_K,P_Mpa,exp_CO2_sol_g_g,pred_CO2_sol_g_g,train/test,Augmented_SMILES
PS,CCC(C)c1ccccc1,383.22,11.04,0.05807,0.05807,train,"['c1ccc(C(CC)C)cc1', 'c1ccc(C(C)CC)cc1', 'c1cc(ccc1)C(C)CC', 'CCC(c1ccccc1)C', 'C(CC)(C)c1ccccc1']"
PS,CCC(C)c1ccccc1,383.22,14.51,0.0742,0.0742,train,"['c1c(cccc1)C(CC)C', 'c1c(cccc1)C(C)CC', 'c1cc(C(CC)C)ccc1', 'c1(C(CC)C)ccccc1', 'c1(ccccc1)C(C)CC']"
PS,CCC(C)c1ccccc1,383.22,17.66,0.09269,0.09269,train,"['c1ccccc1C(CC)C', 'C(c1ccccc1)(C)CC', 'c1ccc(cc1)C(CC)C', 'CC(CC)c1ccccc1', 'c1cccc(C(C)CC)c1']"
PS,CCC(C)c1ccccc1,383.22,30.61,0.13814,0.13814,train,"['C(C(c1ccccc1)C)C', 'CC(CC)c1ccccc1', 'C(C)(CC)c1ccccc1', 'CC(c1ccccc1)CC', 'C(C)C(c1ccccc1)C']"
PS,CCC(C)c1ccccc1,383.22,34.38,0.14421,0.14421,train,"['c1cc(ccc1)C(CC)C', 'CCC(c1ccccc1)C', 'c1cccc(C(C)CC)c1', 'C(C)C(c1ccccc1)C', 'CC(CC)c1ccccc1']"
PS,CCC(C)c1ccccc1,383.22,38.63,0.15039,0.15039,train,"['c1ccc(cc1)C(CC)C', 'C(CC)(C)c1ccccc1', 'c1cccc(c1)C(C)CC', 'c1cccc(C(C)CC)c1', 'c1c(cccc1)C(C)CC']"
PS,CCC(C)c1ccccc1,383.22,42.81,0.16056,0.16056,train,"['c1cc(C(C)CC)ccc1', 'c1(ccccc1)C(C)CC', 'c1cc(ccc1)C(C)CC', 'c1c(cccc1)C(CC)C', 'CC(CC)c1ccccc1']"
PS,CCC(C)c1ccccc1,402.51,5.14,0.01462,0.01462,train,"['c1cccc(c1)C(CC)C', 'C(C(C)c1ccccc1)C', 'c1cccc(c1)C(C)CC', 'c1c(cccc1)C(C)CC', 'c1ccccc1C(C)CC']"
PS,CCC(C)c1ccccc1,402.51,9.39,0.04411,0.04411,train,"['c1c(cccc1)C(C)CC', 'c1ccccc1C(CC)C', 'C(C(C)c1ccccc1)C', 'c1cccc(c1)C(C)CC', 'c1c(C(C)CC)cccc1']"
PS,CCC(C)c1ccccc1,402.51,21.48,0.096,0.096,train,"['C(CC)(c1ccccc1)C', 'C(C(C)c1ccccc1)C', 'c1cccc(C(C)CC)c1', 'c1ccccc1C(C)CC', 'c1cccc(c1)C(CC)C']"
PS,CCC(C)c1ccccc1,402.51,44.41,0.14829,0.14829,train,"['c1c(cccc1)C(C)CC', 'c1cc(ccc1)C(CC)C', 'c1cccc(c1)C(C)CC', 'CCC(c1ccccc1)C', 'c1(ccccc1)C(CC)C']"
PS,CCC(C)c1ccccc1,373.15,2.068,0.01274,0.01274,train,"['CCC(c1ccccc1)C', 'C(C)C(C)c1ccccc1', 'c1c(C(CC)C)cccc1', 'C(C(C)c1ccccc1)C', 'c1ccc(C(CC)C)cc1']"
PS,CCC(C)c1ccccc1,373.15,4.093,0.02529,0.02529,train,"['c1(C(CC)C)ccccc1', 'c1(ccccc1)C(CC)C', 'c1c(C(C)CC)cccc1', 'CC(CC)c1ccccc1', 'C(CC)(C)c1ccccc1']"
PS,CCC(C)c1ccccc1,373.15,4.629,0.02871,0.02871,train,"['C(C)C(c1ccccc1)C', 'CC(c1ccccc1)CC', 'c1(ccccc1)C(C)CC', 'c1cc(C(CC)C)ccc1', 'C(C(C)c1ccccc1)C']"
PS,CCC(C)c1ccccc1,373.15,6.038,0.03753,0.03753,train,"['C(C)C(C)c1ccccc1', 'c1cc(ccc1)C(CC)C', 'c1c(cccc1)C(C)CC', 'CC(c1ccccc1)CC', 'C(C)C(c1ccccc1)C']"
PS,CCC(C)c1ccccc1,373.15,6.502,0.0404,0.0404,train,"['c1cc(C(C)CC)ccc1', 'c1c(cccc1)C(C)CC', 'c1cccc(C(CC)C)c1', 'c1cc(C(CC)C)ccc1', 'CC(c1ccccc1)CC']"
PS,CCC(C)c1ccccc1,373.15,8.054,0.04983,0.04983,train,"['c1c(cccc1)C(CC)C', 'C(C(c1ccccc1)C)C', 'c1ccccc1C(CC)C', 'c1ccccc1C(C)CC', 'c1c(cccc1)C(C)CC']"
PS,CCC(C)c1ccccc1,373.15,12.105,0.07416,0.07416,train,"['c1c(cccc1)C(C)CC', 'CC(CC)c1ccccc1', 'c1cccc(c1)C(CC)C', 'CCC(c1ccccc1)C', 'c1cc(C(CC)C)ccc1']"
PS,CCC(C)c1ccccc1,423.15,2.159,0.00904,0.00904,train,"['c1ccc(C(C)CC)cc1', 'C(C(c1ccccc1)C)C', 'c1cccc(C(CC)C)c1', 'C(C)C(c1ccccc1)C', 'c1ccccc1C(CC)C']"
PS,CCC(C)c1ccccc1,423.15,2.689,0.0113,0.0113,train,"['C(C)(c1ccccc1)CC', 'c1cc(C(C)CC)ccc1', 'c1(ccccc1)C(C)CC', 'CCC(c1ccccc1)C', 'c1cc(ccc1)C(CC)C']"
PS,CCC(C)c1ccccc1,423.15,4.732,0.01981,0.01981,train,"['CCC(c1ccccc1)C', 'C(C)C(C)c1ccccc1', 'c1cc(C(CC)C)ccc1', 'C(C(c1ccccc1)C)C', 'c1cccc(c1)C(CC)C']"
PS,CCC(C)c1ccccc1,423.15,6.049,0.02532,0.02532,train,"['c1ccccc1C(C)CC', 'C(C)(CC)c1ccccc1', 'c1c(cccc1)C(CC)C', 'C(CC)(c1ccccc1)C', 'c1ccc(C(CC)C)cc1']"
PS,CCC(C)c1ccccc1,423.15,6.53,0.02742,0.02742,train,"['c1cccc(c1)C(C)CC', 'CC(c1ccccc1)CC', 'c1cc(C(CC)C)ccc1', 'CCC(c1ccccc1)C', 'c1(C(C)CC)ccccc1']"
PS,CCC(C)c1ccccc1,423.15,8.566,0.03588,0.03588,train,"['CCC(c1ccccc1)C', 'c1c(C(C)CC)cccc1', 'C(CC)(C)c1ccccc1', 'CC(CC)c1ccccc1', 'c1ccccc1C(C)CC']"
PS,CCC(C)c1ccccc1,473.15,2.167,0.00714,0.00714,train,"['C(C(C)c1ccccc1)C', 'c1cccc(c1)C(C)CC', 'c1ccccc1C(C)CC', 'c1cc(C(CC)C)ccc1', 'c1cccc(C(CC)C)c1']"
PS,CCC(C)c1ccccc1,473.15,4.232,0.0139,0.0139,train,"['c1(ccccc1)C(CC)C', 'c1cccc(c1)C(CC)C', 'CC(c1ccccc1)CC', 'c1ccc(cc1)C(CC)C', 'c1ccc(cc1)C(C)CC']"
PS,CCC(C)c1ccccc1,473.15,6.108,0.02009,0.02009,train,"['c1c(C(CC)C)cccc1', 'C(c1ccccc1)(C)CC', 'C(C)(c1ccccc1)CC', 'c1ccccc1C(CC)C', 'c1c(C(C)CC)cccc1']"
PS,CCC(C)c1ccccc1,473.15,6.685,0.02199,0.02199,train,"['c1(C(C)CC)ccccc1', 'c1ccccc1C(CC)C', 'c1(ccccc1)C(C)CC', 'CC(CC)c1ccccc1', 'C(C(C)c1ccccc1)C']"
PS,CCC(C)c1ccccc1,473.15,8.027,0.02641,0.02641,train,"['c1c(C(C)CC)cccc1', 'c1cccc(C(CC)C)c1', 'C(C(C)c1ccccc1)C', 'c1ccc(cc1)C(CC)C', 'c1ccc(C(C)CC)cc1']"
PS,CCC(C)c1ccccc1,473.15,20.151,0.06231,0.06231,train,"['C(C)C(c1ccccc1)C', 'C(C)C(C)c1ccccc1', 'C(CC)(c1ccccc1)C', 'c1(ccccc1)C(CC)C', 'C(C(C)c1ccccc1)C']"
PVAc,CCC(C)OC(C)=O,313.15,0.858,0.0282,0.02819,train,"['C(OC(C)CC)(C)=O', 'CC(CC)OC(C)=O', 'O(C(=O)C)C(C)CC', 'CC(=O)OC(C)CC', 'C(C)(OC(C)=O)CC']"
PVAc,CCC(C)OC(C)=O,313.15,1.271,0.04275,0.04276,train,"['O=C(OC(CC)C)C', 'C(C(OC(=O)C)C)C', 'C(OC(C)=O)(CC)C', 'CC(=O)OC(C)CC', 'C(OC(=O)C)(C)CC']"
PVAc,CCC(C)OC(C)=O,313.15,1.949,0.06822,0.06821,train,"['CC(CC)OC(C)=O', 'CC(OC(CC)C)=O', 'O(C(C)=O)C(C)CC', 'CCC(C)OC(=O)C', 'CC(CC)OC(=O)C']"
PVAc,CCC(C)OC(C)=O,313.15,2.375,0.08522,0.0852,train,"['C(C)C(C)OC(C)=O', 'CC(OC(C)=O)CC', 'CC(=O)OC(CC)C', 'CC(OC(C)CC)=O', 'C(=O)(C)OC(CC)C']"
PVAc,CCC(C)OC(C)=O,313.15,3.26,0.12354,0.12356,train,"['CC(OC(C)CC)=O', 'O=C(OC(CC)C)C', 'CCC(OC(=O)C)C', 'CCC(OC(C)=O)C', 'C(CC)(C)OC(=O)C']"
PVAc,CCC(C)OC(C)=O,313.15,3.589,0.13901,0.139,train,"['O(C(C)=O)C(C)CC', 'O=C(OC(C)CC)C', 'C(OC(C)=O)(CC)C', 'CCC(OC(=O)C)C', 'CC(OC(C)=O)CC']"
PVAc,CCC(C)OC(C)=O,313.15,4.449,0.18274,0.18274,train,"['CC(CC)OC(=O)C', 'C(C)C(C)OC(C)=O', 'O(C(=O)C)C(CC)C', 'O(C(C)CC)C(C)=O', 'CCC(OC(C)=O)C']"
PVAc,CCC(C)OC(C)=O,313.15,5.407,0.23865,0.23864,train,"['CCC(C)OC(=O)C', 'CC(CC)OC(C)=O', 'O=C(OC(CC)C)C', 'O(C(C)=O)C(CC)C', 'CCC(OC(=O)C)C']"
PVAc,CCC(C)OC(C)=O,313.15,6.375,0.30568,0.3057,train,"['O=C(OC(CC)C)C', 'CC(CC)OC(=O)C', 'C(=O)(OC(C)CC)C', 'CC(OC(=O)C)CC', 'O(C(CC)C)C(=O)C']"
PVAc,CCC(C)OC(C)=O,313.15,6.876,0.34692,0.3469,train,"['CCC(C)OC(=O)C', 'CC(CC)OC(=O)C', 'CCC(OC(C)=O)C', 'C(C)(CC)OC(=O)C', 'C(=O)(C)OC(CC)C']"
PVAc,CCC(C)OC(C)=O,333.15,4.104,0.10855,0.10856,train,"['O=C(OC(CC)C)C', 'CC(OC(=O)C)CC', 'CCC(OC(=O)C)C', 'C(C)C(OC(=O)C)C', 'O=C(C)OC(CC)C']"
PVAc,CCC(C)OC(C)=O,333.15,6.01,0.17137,0.17134,train,"['O=C(C)OC(CC)C', 'C(C(OC(C)=O)C)C', 'CC(CC)OC(C)=O', 'C(C)(OC(=O)C)CC', 'C(C(OC(=O)C)C)C']"
PVAc,CCC(C)OC(C)=O,333.15,7.772,0.23926,0.23926,train,"['CC(CC)OC(C)=O', 'C(C)(OC(C)CC)=O', 'O(C(C)=O)C(C)CC', 'O(C(=O)C)C(CC)C', 'O=C(OC(C)CC)C']"
PVAc,CCC(C)OC(C)=O,333.15,9.694,0.33241,0.33239,train,"['O=C(C)OC(CC)C', 'C(=O)(OC(C)CC)C', 'O(C(C)CC)C(=O)C', 'CC(OC(CC)C)=O', 'C(C)(OC(CC)C)=O']"
PVAc,CCC(C)OC(C)=O,353.15,4.199,0.07959,0.07957,train,"['CCC(OC(C)=O)C', 'C(C(C)OC(=O)C)C', 'C(C)(OC(=O)C)CC', 'C(C)(=O)OC(CC)C', 'CCC(C)OC(=O)C']"
PVAc,CCC(C)OC(C)=O,353.15,6.11,0.12179,0.12179,train,"['CC(=O)OC(C)CC', 'CCC(C)OC(=O)C', 'C(C)(OC(C)=O)CC', 'C(C)(OC(C)CC)=O', 'O=C(C)OC(CC)C']"
PVAc,CCC(C)OC(C)=O,353.15,8.015,0.16724,0.16726,train,"['C(OC(C)=O)(CC)C', 'CC(=O)OC(C)CC', 'CC(OC(C)=O)CC', 'CCC(OC(C)=O)C', 'C(C)C(OC(=O)C)C']"
PVAc,CCC(C)OC(C)=O,353.15,9.876,0.2143,0.21431,train,"['CC(OC(=O)C)CC', 'CCC(OC(=O)C)C', 'CC(CC)OC(C)=O', 'CCC(OC(C)=O)C', 'C(C)(=O)OC(C)CC']"
PVAc,CCC(C)OC(C)=O,373.15,2.157,0.03051,0.0305,train,"['O(C(C)CC)C(C)=O', 'CC(=O)OC(CC)C', 'C(CC)(C)OC(C)=O', 'CC(=O)OC(C)CC', 'O=C(C)OC(C)CC']"
PVAc,CCC(C)OC(C)=O,373.15,6.389,0.09789,0.09788,train,"['O(C(CC)C)C(=O)C', 'CC(OC(=O)C)CC', 'C(=O)(OC(C)CC)C', 'CC(CC)OC(C)=O', 'CC(=O)OC(C)CC']"
PVAc,CCC(C)OC(C)=O,373.15,13.688,0.23768,0.23766,train,"['C(C)C(OC(C)=O)C', 'CCC(OC(=O)C)C', 'CCC(C)OC(=O)C', 'CC(=O)OC(C)CC', 'CC(OC(CC)C)=O']"
PP,CCC(C)C,433.2,7.4,0.0503,0.05014,train,"['CC(C)CC', 'CC(CC)C', 'C(C)(C)CC', 'C(CC)(C)C', 'C(C)C(C)C']"
PP,CCC(C)C,433.2,11.803,0.0948,0.09293,train,"['CC(CC)C', 'C(C)C(C)C', 'C(C)(CC)C', 'CC(C)CC', 'C(CC)(C)C']"
PP,CCC(C)C,433.2,14.558,0.1253,0.12493,train,"['C(C)C(C)C', 'CC(CC)C', 'CC(C)CC', 'C(C)(C)CC', 'C(C)(CC)C']"
PP,CCC(C)C,433.2,16.355,0.1451,0.14537,train,"['C(C)(CC)C', 'C(C(C)C)C', 'CC(CC)C', 'CC(C)CC', 'C(C)C(C)C']"
PP,CCC(C)C,453.2,5.419,0.0323,0.03084,train,"['C(C)(CC)C', 'CC(CC)C', 'C(C(C)C)C', 'C(CC)(C)C', 'C(C)C(C)C']"
PP,CCC(C)C,453.2,7.16,0.0441,0.04228,train,"['CC(C)CC', 'CC(CC)C', 'C(CC)(C)C', 'C(C)(C)CC', 'C(C)C(C)C']"
PP,CCC(C)C,453.2,8.797,0.0594,0.06081,train,"['C(C)(CC)C', 'CC(C)CC', 'C(CC)(C)C', 'CC(CC)C', 'C(C)C(C)C']"
PP,CCC(C)C,453.2,10.953,0.0787,0.07896,train,"['C(C(C)C)C', 'C(C)(C)CC', 'C(C)(CC)C', 'CC(C)CC', 'CC(CC)C']"
PP,CCC(C)C,453.2,11.558,0.0846,0.08177,train,"['C(C)(CC)C', 'C(C)C(C)C', 'CC(C)CC', 'C(C)(C)CC', 'CC(CC)C']"
PP,CCC(C)C,453.2,12.352,0.0917,0.09533,train,"['C(C)(C)CC', 'CC(CC)C', 'C(CC)(C)C', 'CC(C)CC', 'C(C(C)C)C']"
PP,CCC(C)C,453.2,14.342,0.1119,0.11364,train,"['CC(C)CC', 'C(C)C(C)C', 'CC(CC)C', 'C(CC)(C)C', 'C(C)(C)CC']"
PP,CCC(C)C,453.2,16.17,0.1306,0.13144,train,"['CC(CC)C', 'CC(C)CC', 'C(C)(C)CC', 'C(C)(CC)C', 'C(C)C(C)C']"
PP,CCC(C)C,453.2,17.376,0.1418,0.14283,train,"['C(C(C)C)C', 'C(C)C(C)C', 'CC(CC)C', 'C(CC)(C)C', 'CC(C)CC']"
PP,CCC(C)C,453.2,7.083,0.0417,0.04186,train,"['C(CC)(C)C', 'CC(CC)C', 'CC(C)CC', 'C(C)C(C)C', 'C(C(C)C)C']"
PP,CCC(C)C,453.2,11.443,0.0798,0.08021,train,"['C(C)C(C)C', 'C(C(C)C)C', 'CC(C)CC', 'C(C)(C)CC', 'CC(CC)C']"
PP,CCC(C)C,453.2,17.242,0.1427,0.14283,train,"['CC(C)CC', 'C(C)(CC)C', 'C(CC)(C)C', 'C(C)C(C)C', 'CC(CC)C']"
PP,CCC(C)C,473.2,6.204,0.0302,0.02208,train,"['CC(C)CC', 'CC(CC)C', 'C(C)C(C)C', 'C(C)(CC)C', 'C(CC)(C)C']"
PP,CCC(C)C,473.2,10.113,0.0601,0.06264,train,"['CC(CC)C', 'CC(C)CC', 'C(CC)(C)C', 'C(C)C(C)C', 'C(C)(CC)C']"
PP,CCC(C)C,473.2,12.637,0.083,0.09402,train,"['CC(C)CC', 'C(C)(CC)C', 'CC(CC)C', 'C(C(C)C)C', 'C(CC)(C)C']"
PP,CCC(C)C,473.2,14.296,0.0968,0.09994,train,"['CC(C)CC', 'C(C)(C)CC', 'CC(CC)C', 'C(C)C(C)C', 'C(CC)(C)C']"
PP,CCC(C)C,473.2,15.397,0.1086,0.1063,train,"['CC(C)CC', 'CC(CC)C', 'C(C(C)C)C', 'C(C)(CC)C', 'C(CC)(C)C']"
PP,CCC(C)C,313.2,5.02,0.0299,0.02848,train,"['CC(C)CC', 'CC(CC)C', 'C(C)(C)CC', 'C(C)C(C)C', 'C(C(C)C)C']"
PP,CCC(C)C,313.2,10.02,0.0542,0.05441,train,"['C(CC)(C)C', 'CC(C)CC', 'CC(CC)C', 'C(C)C(C)C', 'C(C)(C)CC']"
PP,CCC(C)C,333.2,5.03,0.0254,0.02657,train,"['CC(CC)C', 'C(C)(CC)C', 'CC(C)CC', 'C(CC)(C)C', 'C(C)(C)CC']"
PP,CCC(C)C,333.2,10.05,0.0475,0.04536,train,"['CC(CC)C', 'CC(C)CC', 'C(C)(C)CC', 'C(C)C(C)C', 'C(CC)(C)C']"
PP,CCC(C)C,353.2,10.03,0.043,0.04648,train,"['CC(CC)C', 'C(C)C(C)C', 'C(CC)(C)C', 'C(C)(C)CC', 'CC(C)CC']"
PP,CCC(C)C,373.2,5.03,0.0205,0.02033,train,"['C(C)(CC)C', 'C(CC)(C)C', 'CC(C)CC', 'CC(CC)C', 'C(C)C(C)C']"
PP,CCC(C)C,373.2,10.05,0.0395,0.04453,train,"['C(C(C)C)C', 'CC(CC)C', 'CC(C)CC', 'C(C)(C)CC', 'C(CC)(C)C']"
PP,CCC(C)C,393.2,5.07,0.0226,0.02149,train,"['CC(C)CC', 'CC(CC)C', 'C(C(C)C)C', 'C(C)(CC)C', 'C(CC)(C)C']"
PP,CCC(C)C,393.2,10.05,0.0438,0.0431,train,"['C(CC)(C)C', 'C(C)(C)CC', 'C(C)(CC)C', 'CC(CC)C', 'C(C(C)C)C']"
PP,CCC(C)C,443.7,4.96,0.0422,0.04279,train,"['CC(C)CC', 'C(C)(CC)C', 'C(C(C)C)C', 'C(C)(C)CC', 'CC(CC)C']"
PP,CCC(C)C,443.7,14.94,0.1363,0.13274,train,"['C(CC)(C)C', 'CC(CC)C', 'CC(C)CC', 'C(C)C(C)C', 'C(C)(CC)C']"
PP,CCC(C)C,443.7,19.92,0.1938,0.19344,train,"['CC(CC)C', 'C(C)C(C)C', 'C(C(C)C)C', 'C(C)(CC)C', 'CC(C)CC']"
PP,CCC(C)C,464.2,9.96,0.0807,0.08126,train,"['CC(CC)C', 'C(C)C(C)C', 'C(C(C)C)C', 'CC(C)CC', 'C(C)(CC)C']"
PP,CCC(C)C,464.2,14.94,0.1301,0.12812,train,"['C(C)C(C)C', 'CC(C)CC', 'C(C)(C)CC', 'C(CC)(C)C', 'CC(CC)C']"
PP,CCC(C)C,464.2,19.93,0.185,0.1901,train,"['C(C)C(C)C', 'CC(C)CC', 'CC(CC)C', 'C(CC)(C)C', 'C(C(C)C)C']"
PP,CCC(C)C,483.7,4.97,0.038,0.03992,train,"['C(C)(C)CC', 'CC(CC)C', 'C(C(C)C)C', 'C(C)C(C)C', 'CC(C)CC']"
PP,CCC(C)C,483.7,9.96,0.0761,0.07903,train,"['C(C)C(C)C', 'CC(C)CC', 'C(C)(CC)C', 'C(C)(C)CC', 'C(C(C)C)C']"
PP,CCC(C)C,483.7,14.93,0.1228,0.11748,train,"['C(C)C(C)C', 'C(C(C)C)C', 'CC(C)CC', 'CC(CC)C', 'C(CC)(C)C']"
PP,CCC(C)C,373.15,2.93,0.02618,0.02728,train,"['C(C)C(C)C', 'C(C)(CC)C', 'CC(C)CC', 'CC(CC)C', 'C(C(C)C)C']"
PP,CCC(C)C,373.15,3.81,0.03585,0.03553,train,"['CC(C)CC', 'C(C)(C)CC', 'C(C(C)C)C', 'CC(CC)C', 'C(CC)(C)C']"
PP,CCC(C)C,373.15,5.52,0.05674,0.05541,train,"['CC(C)CC', 'C(C)(C)CC', 'CC(CC)C', 'C(C)(CC)C', 'C(CC)(C)C']"
PP,CCC(C)C,373.15,7.44,0.0744,0.07656,train,"['CC(C)CC', 'C(C(C)C)C', 'C(CC)(C)C', 'C(C)C(C)C', 'CC(CC)C']"
PP,CCC(C)C,373.15,8.48,0.08489,0.0847,train,"['C(C)C(C)C', 'CC(C)CC', 'CC(CC)C', 'C(CC)(C)C', 'C(C)(C)CC']"
PP,CCC(C)C,373.15,9.57,0.09842,0.09787,train,"['CC(CC)C', 'C(C)(CC)C', 'C(CC)(C)C', 'C(C(C)C)C', 'C(C)(C)CC']"
PP,CCC(C)C,373.15,12.55,0.13699,0.13341,train,"['CC(C)CC', 'CC(CC)C', 'C(CC)(C)C', 'C(C)(C)CC', 'C(C)C(C)C']"
PP,CCC(C)C,398.15,4.12,0.0353,0.03357,train,"['CC(CC)C', 'CC(C)CC', 'C(C)C(C)C', 'C(CC)(C)C', 'C(C)(C)CC']"
PP,CCC(C)C,398.15,5.98,0.05188,0.05375,train,"['C(C(C)C)C', 'C(C)(C)CC', 'C(C)C(C)C', 'CC(CC)C', 'CC(C)CC']"
PP,CCC(C)C,398.15,10.07,0.09097,0.09069,train,"['CC(C)CC', 'C(C(C)C)C', 'C(C)(C)CC', 'CC(CC)C', 'C(C)(CC)C']"
PP,CCC(C)C,398.15,12.23,0.11381,0.11336,train,"['CC(CC)C', 'C(C)C(C)C', 'C(C)(C)CC', 'CC(C)CC', 'C(C)(CC)C']"
PP,CCC(C)C,398.15,13.9,0.13306,0.1261,train,"['C(C)C(C)C', 'CC(CC)C', 'CC(C)CC', 'C(CC)(C)C', 'C(C)(C)CC']"
PP,CCC(C)C,423.15,4.39,0.03116,0.03203,train,"['CC(C)CC', 'C(C)C(C)C', 'CC(CC)C', 'C(C(C)C)C', 'C(CC)(C)C']"
PP,CCC(C)C,423.15,7.46,0.05523,0.05611,train,"['C(C)C(C)C', 'C(C)(C)CC', 'CC(C)CC', 'CC(CC)C', 'C(C(C)C)C']"
PP,CCC(C)C,423.15,8.12,0.06208,0.06083,train,"['C(C(C)C)C', 'CC(CC)C', 'C(CC)(C)C', 'C(C)C(C)C', 'C(C)(C)CC']"
PP,CCC(C)C,423.15,8.5,0.06367,0.06293,train,"['C(C(C)C)C', 'CC(CC)C', 'C(CC)(C)C', 'CC(C)CC', 'C(C)(C)CC']"
PP,CCC(C)C,423.15,9.27,0.07058,0.06893,train,"['C(C)(CC)C', 'C(C(C)C)C', 'CC(CC)C', 'C(C)C(C)C', 'C(C)(C)CC']"
PP,CCC(C)C,423.15,10.75,0.0837,0.08521,train,"['C(C(C)C)C', 'CC(C)CC', 'CC(CC)C', 'C(CC)(C)C', 'C(C)C(C)C']"
PP,CCC(C)C,423.15,12.52,0.09894,0.10047,train,"['C(C)(CC)C', 'CC(CC)C', 'CC(C)CC', 'C(C)C(C)C', 'C(C(C)C)C']"
PP,CCC(C)C,423.15,13.62,0.11648,0.11939,train,"['CC(C)CC', 'C(C)(C)CC', 'CC(CC)C', 'C(CC)(C)C', 'C(C(C)C)C']"
PP,CCC(C)C,423.15,14.96,0.12981,0.1321,train,"['C(CC)(C)C', 'C(C)C(C)C', 'CC(CC)C', 'C(C)(C)CC', 'CC(C)CC']"
